time;temperature
3298.11;37.38
3299.12;37.38
3300.12;37.38
3301.13;37.44
3302.14;37.5
3303.15;37.5
3304.16;37.5
3305.17;37.5
3306.18;37.5
3307.19;37.56
3308.19;37.56
3309.21;37.56
3310.21;37.56
3311.22;37.5
3312.23;37.5
3313.24;37.56
3314.25;37.56
3315.26;37.5
3316.27;37.44
3317.28;37.44
3318.28;37.44
3319.29;37.44
3320.3;37.38
3321.31;37.38
3322.32;37.38
3323.33;37.38
3324.34;37.44
3325.35;37.44
3326.35;37.44
3327.37;37.5
3328.37;37.5
3329.38;37.5
3330.39;37.5
3331.4;37.5
3332.41;37.56
3333.42;37.56
3334.42;37.56
3335.44;37.56
3336.44;37.56
3337.45;37.5
3338.46;37.5
3339.47;37.5
3340.48;37.5
3341.49;37.63
3342.5;37.63
3343.51;37.63
3344.51;37.56
3345.52;37.5
3346.53;37.5
3347.54;37.56
3348.55;37.56
3349.56;37.56
3350.57;37.63
3351.58;37.69
3352.58;37.69
3353.6;37.69
3354.6;37.63
3355.61;37.69
3356.62;37.63
3357.63;37.69
3358.64;37.69
3359.64;37.69
3360.66;37.75
3361.66;37.75
3362.67;37.81
3363.68;37.81
3364.69;37.81
3365.7;37.75
3366.71;37.69
3367.72;37.69
3368.73;37.69
3369.74;37.69
3370.74;37.69
3371.76;37.63
3372.76;37.63
3373.77;37.69
3374.78;37.63
3375.79;37.63
3376.8;37.69
3377.81;37.69
3378.82;37.69
3379.83;37.63
3380.83;37.56
3381.84;37.56
3382.85;37.56
3383.86;37.63
3384.87;37.63
3385.88;37.63
3386.89;37.63
3387.89;37.63
3388.9;37.69
3389.91;37.63
3390.92;37.5
3391.93;37.5
3392.94;37.5
3393.95;37.56
3394.96;37.63
3395.97;37.69
3396.98;37.75
3397.99;37.81
3398.99;37.81
3400;37.81
3401.01;37.81
3402.02;37.81
3403.03;37.81
3404.04;37.81
3405.05;37.81
3406.05;37.88
3407.07;37.88
3408.07;37.94
3409.08;38
3410.09;38
3411.1;38
3412.11;38.06
3413.12;38.06
3414.13;38.13
3415.14;38.06
3416.14;38.06
3417.15;38.06
3418.16;38.13
3419.17;38.13
3420.18;38.13
3421.19;38.13
3422.2;38.13
3423.21;38.13
3424.22;38.13
3425.23;38.13
3426.23;38.06
3427.24;38.06
3428.25;38.06
3429.26;38.06
3430.27;38.13
3431.28;38.13
3432.29;38.13
3433.3;38.13
3434.31;38.06
3435.32;38.06
3436.32;38.06
3437.34;38.06
3438.34;38.06
3439.35;38
3440.36;38
3441.37;37.94
3442.38;37.94
3443.39;37.94
3444.4;37.94
3445.4;38
3446.41;38.06
3447.42;38
3448.43;38.06
3449.44;38.13
3450.45;38.13
3451.46;38.13
3452.47;38.13
3453.48;38.13
3454.49;38.13
3455.5;38.13
3456.5;38.19
3457.51;38.19
3458.52;38.19
3459.53;38.19
3460.54;38.13
3461.55;38.06
3462.56;38.06
3463.57;38
3464.57;37.94
3465.59;37.88
3466.59;37.94
3467.6;37.94
3468.61;37.94
3469.62;37.94
3470.63;37.94
3471.63;37.94
3472.65;37.94
3473.65;37.88
3474.66;37.81
3475.67;37.81
3476.68;37.75
3477.69;37.75
3478.7;37.69
3479.71;37.63
3480.72;37.63
3481.72;37.63
3482.74;37.69
3483.74;37.63
3484.75;37.63
3485.76;37.69
3486.77;37.69
3487.78;37.69
3488.79;37.75
3489.8;37.75
3490.81;37.75
3491.82;37.75
3492.82;37.75
3493.83;37.75
3494.84;37.69
3495.85;37.69
3496.86;37.69
3497.87;37.75
3498.88;37.69
3499.88;37.75
3500.9;37.75
3501.9;37.75
3502.91;37.75
3503.92;37.81
3504.93;37.81
3505.94;37.75
3506.95;37.81
3507.96;37.81
3508.97;37.88
3509.97;37.81
3510.98;37.81
3511.99;37.88
3513;37.88
3514.01;37.88
3515.02;37.94
3516.03;37.94
3517.04;37.88
3518.04;37.88
3519.06;37.88
3520.06;37.94
3521.07;37.94
3522.08;38
3523.09;38
3524.1;38
3525.11;38
3526.12;38
3527.13;38.06
3528.13;38.06
3529.14;38.06
3530.15;38.06
3531.16;38.06
3532.17;38.06
3533.18;38.06
3534.19;38.06
3535.2;38.13
3536.21;38.13
3537.22;38.13
3538.22;38.19
3539.24;38.19
3540.24;38.25
3541.25;38.31
3542.26;38.31
3543.27;38.25
3544.28;38.19
3545.29;38.25
3546.3;38.25
3547.31;38.25
3548.31;38.25
3549.33;38.25
3550.33;38.19
3551.34;38.19
3552.35;38.19
3553.36;38.13
3554.37;38.13
3555.38;38.06
3556.39;38.13
3557.39;38.13
3558.4;38.13
3559.41;38.06
3560.42;38.13
3561.43;38.13
3562.44;38.19
3563.45;38.19
3564.46;38.13
3565.47;38.06
3566.47;38.06
3567.48;38.13
3568.49;38.19
3569.5;38.25
3570.51;38.25
3571.52;38.25
3572.53;38.25
3573.54;38.25
3574.55;38.19
3575.56;38.19
3576.57;38.19
3577.57;38.19
3578.58;38.13
3579.59;38.13
3580.6;38.13
3581.61;38.06
3582.62;38.06
3583.63;38.06
3584.64;38.06
3585.64;38.06
3586.65;38.06
3587.66;38.06
3588.67;38
3589.68;38.06
3590.69;38
3591.7;38.06
3592.71;38.06
3593.71;38.06
3594.73;38.06
3595.73;38.06
3596.74;38.06
3597.75;38.06
3598.76;38.13
3599.77;38.13
3600.78;38.13
